id,tenant_id,text,rating,date,source,prediction_1,score_1,prediction_2,score_2,prediction_3,score_3
2102,1,I have noted positively the replacement of the Rapid AUCHAN scanners that I use for checkout. Although there was no one to explain how this new scanner works.,2,2021-03-17,trustpilot,positive,0.5288869738578796,Corresponding,50.16,Corresponding,72.31
2103,1,"However, what a surprise it was when I went to pay for my shopping, there was a long and disorderly queue, with a mixture of customers paying via Rapid Auchan, but also at express checkouts etc...",1,2021-03-16,trustpilot,negative,0.3894307911396026,Order Issue,72.41,Delivery Issue,33.8
2104,1,I think it's a shame that the individual checkouts for RAPID AUCHAN customers have been removed. I had to wait longer in the queue at the checkouts. I hope that you will remedy this problem by giving priority to customers who use the scanner with checkouts reserved for them.,1,2021-03-15,trustpilot,negative,0.3890036940574646,Customer Service Issue,61.32,Staff Issue,53.09
2105,1,"What's the point of using RAPID AUCHAN if you have to wait longer at the checkout? The term RAPID AUCHAN would be obsolete. We lose an incredible amount of time, not to mention the fact that those who used to pay in cash have to wait because there's no checkout.",1,2021-03-15,trustpilot,negative,0.3789565861225128,Order Issue,47.1,Not corresponding,27.08
2108,1,Very bad service after sale .they make the dead to give news seek the small beast not to repair sign to flee go to Amazon or cdiscount it may be better,1,2021-03-16,trustpilot,negative,0.8760970234870911,Customer Service Issue,47.37,Stock Problem,50.46
2109,1,following an order on the site the article ordered was not the same the service drive well confirmed the error is sense is excused; But the service drive. net that I had on the phone told me bluntly that it was indeed the article ordered without even seeing the article concerned of a bad time no serious argument unpleasant is to crown it all allows itself to hang up on the nose of the customers. a council not to order on this quote the CUSTOMER SERVICE IS WORTH NOTHHH IT!!!!,1,2021-03-12,trustpilot,negative,0.7145254015922546,Customer Service Issue,58.61,Staff Issue,54.73
2111,1,"Without warning Auchan has replaced a good part of the checkouts with cashiers. I'd like to make it clear that I'm not in this store to do Auchan's job, and if I have to face a machine, I'll take my business elsewhere.",1,2021-03-06,trustpilot,positive,0.4526718258857727,Corresponding,51.64,Corresponding,41.68
2112,1,Very disappointed with the reception from a hottess in the carte accord department on the first floor? Bonjour madame-pas de réponse. ma carte accord ne marche pas pour paeimment par internet. But without contact yes.,1,2021-03-05,trustpilot,negative,0.5962587594985962,Order Issue,45.55,Delivery Issue,28.8
2114,1,"In fact it's zero stars, 10 calls for a refund for a refrigerator that broke down during the warranty period and was declared non-repairable by the Auchan after-sales service; three weeks without a refrigerator !!!!! and with each call, your case will be processed within 72 hours and this goes on for more than 15 days !!!!! A word of advice: stay away from the auchan.fr website and the Auchan after-sales service, and stay away from buying appliances from Auchan.",1,2020-10-22,trustpilot,negative,0.9824249148368835,Customer Service Issue,80.61,Defective Product,63.17
2116,1,"After being bounced from one department to another for over a month, a (very nice) mechanic came to fix my washing machine, which could not be repaired the same day.",1,2020-10-20,trustpilot,negative,0.2793343067169189,Customer Service Issue,63.21,Stock Problem,42.25
2121,1,"After having waited 1 month and a half to have my electrical appliances delivered, I was promised a commercial gesture to compensate me for the wait. Order placed on July 30, products delivered on September 12...",1,2020-10-14,trustpilot,negative,0.4777430593967438,Order Issue,68.07,Delivery Issue,72.8
2126,1,"But, what's more, when she realizes the reality, the lady doesn't apologize (this dear lady was wrong and wrongly accused us, the customers, of having taken supplier vouchers on other products to get a discount. However, this was a mistake on the part of the company, not the customer. Of course).",1,2020-10-11,trustpilot,negative,0.3902136087417602,Customer Service Issue,48.98,Staff Issue,59.91
2128,1,"Tragic, you go from possible customer to total blacklisted. I would never go to this store again. Shameful. Auchan faches, it is necessary to train your employees, in particular one (#sabine)",1,2020-10-08,trustpilot,negative,0.9091356992721558,Customer Service Issue,55.45,Staff Issue,68.1
2133,1,I bought a scooter for christmas for my 8 year old grandson it has not worked very well it's been a month that I've been trying to do something to get it repaired several calls to auchan.fr which gives the seller's email address his phone number but nothing even by leaving messages it's shameful,1,2021-03-04,trustpilot,negative,0.5479075908660889,Customer Service Issue,61.16,Defective Product,50.32
2136,1,"Of course I contacted the SAV, I filled out the form, I even provided proof by photo, but nothing to do now it asks me the number of the board!",1,2021-03-02,trustpilot,negative,0.317433625459671,Customer Service Issue,56.5,Staff Issue,62.83
2150,1,"The assembly of the bed is very complicated, it took 3 days for the gentleman who assembled it for me, the screws are loose in a bag, no numbering or clear explanation on the instructions.",1,2021-02-22,trustpilot,negative,0.514687716960907,Order Issue,57.54,Delivery Issue,72.42
2152,1,"I can't reach the telecom service because I'm not a customer yet and I have a problem subscribing. I call auchan.fr, which was supposed to transfer me directly to the telecom department, but instead they hang up on me.",1,2020-11-12,trustpilot,negative,0.4161745309829712,Customer Service Issue,83.63,Staff Issue,56.11
2155,1,"I bought a smartphone Wiko in April 2020, I give it to the sav Auchan kremblin Bicêtre because the wiko does not take charge, and 15 days later, I am told they do not take charge because supposedly the chassis is deformed, I wait a week to get my wiko, since I'm waiting for news from the insurance that I took the option.",5,2020-11-09,trustpilot,negative,0.4723986089229584,Order Issue,50.23,Delivery Issue,37.06
2160,1,"On 05/11, I sent a negative review and informed Auchan Bagnolet concerning the game screens that could be virus vectors for customers carrying the winning ticket.",1,2020-11-05,trustpilot,negative,0.6404042840003967,Customer Service Issue,53.47,Defective Product,48.86
2163,1,Don't buy from the Paris prix partner! Sending broken items before packing and shipping . Unreachable! Big thieves after 1 month they offer to return the same items! While since you buy something else to replace their furniture exploded. No refund! 21e in the **! Auchan take no responsibility.,1,2020-11-04,trustpilot,negative,0.9566631317138672,Order Issue,63.61,Stock Problem,37.15
2164,1,2 calls for a really simple order. Package supposed to be delivered today but still in preparation. I received an email about a 3-4 day delay because of a lot of orders etc... They really are a bunch of wankers. I hope to be delivered before Christmas 2020. Do not order I beg you for the good of France banish this site.,1,2020-11-03,trustpilot,negative,0.7286720275878906,Order Issue,70.62,Delivery Issue,63.2
2165,1,"disgusting attitude of cashiers towards the customer. Not all of them, but ... The same disgusting and unprofessional attitude of the security guards towards the customer. I can't believe such an attitude exists. In the future, I will avoid this store, tips on how to avoid it and you. the feeling that they are racist in this store.",5,2020-11-02,trustpilot,negative,0.8556116819381714,Politics Issue,35.82,Foreign Policies,55.63
2166,1,I ORDER A PC GAMER ON AUCHAN WHICH LOOKED LIKE A GOOD OFFER JACHETE AT THE END OF 1SRMAINE I SEE THAT MY PACKAGE IS STILL IN PREPARATION ON THE SITE I LAI APPELE SERVICE IMCOMPETENT INCAPABLE PAS PROFFESIONNEL DES GROSSE M* 1SEMAINE PLUS TARD LE COLIS EST TOUJOUR EN PREPA JE LA APPELLE EST LE MEC ME DIT LA MÊME CHOSE COMME QU'LE COLIS EST TOUJOURS EN PREPA DONC JANNULE MA COMMANDE AUCHAN N'Y ALLER PAS JE DÉCONSEILLER POUR TOUS TYPE DACHAT,2,2020-11-01,trustpilot,negative,0.6459497213363647,Order Issue,80.79,Not corresponding,34.69
2168,1,"Here I am, off to auchan.fr to fulfill my granddaughter's request to buy, among other things, the Sylvanian family's """" chalet du lac""""""",1,2020-10-26,trustpilot,positive,0.2716035544872284,Corresponding,83.24,Corresponding,47.2
2170,1,"For the second time the freshness wasn't there at all, and on top of that they didn't even apply what was written on the order form.",1,2021-02-15,trustpilot,negative,0.4649502336978912,Order Issue,93.47,Not corresponding,56.36
2171,1,"let me explain, I ordered 6 very large prawns, I ended up with 2, I wanted a dozen oysters, I didn't get any, on the other hand, I ended up with pink shrimp even though I didn't ask for any.",1,2021-02-15,trustpilot,negative,0.3662475943565368,Order Issue,90.53,Delivery Issue,38.45
2175,1,"I ordered a baby room on January 20 on the auchan.fr website worth 557euros. Money debited 3 or 4 days later with email confirming delivery date of February 15, i.e. today.",1,2021-02-11,trustpilot,negative,0.6680644750595093,Order Issue,84.26,Delivery Issue,84.89
2176,1,I requested an order cancellation on January 25 from Auchan customer service. They sent me an email confirming the cancellation of the order and also told me that the refund would be made within 48 hours of the supplier's cancellation confirmation.,1,2021-02-09,trustpilot,negative,0.731401801109314,Order Issue,64.98,Delivery Issue,34.13
2178,1,"It's February 15 and there's still no refund, and no contact from the supplier. On my auchan.fr account it says that my order has been sent! Yet I've received nothing, not even a call from the supplier or carrier who was supposed to contact me about the delivery time!",1,2021-02-26,trustpilot,negative,0.7953958511352539,Order Issue,81.36,Delivery Issue,51.61
2180,1,"The customer service and the managers do nothing to refund me and pass the buck between supplier, carrier, in short of great nonsense!!!",1,2021-02-03,trustpilot,negative,0.7706784009933472,Order Issue,58.24,Delivery Issue,31.99
2181,1,"I called back on Thursday, February 11 and a manager named Sofiane told me that he had already initiated an immediate refund and that it would take 48 to 72 hours. It's now the 15th and there's ABSOLUTELY nothing in my account !!!!",1,2021-02-03,trustpilot,negative,0.9196253418922424,Customer Service Issue,67.31,Staff Issue,37.91
2182,1,"So I call them back today and the same merry-go-round, they pass the buck to each other, no way of reaching the people in charge at first, but a customer service person, understanding my dismay at the situation, gives me the supplier's number and tells me to check with him",1,2021-02-02,trustpilot,positive,0.2505104541778564,Staff,46.19,Correct,68.08
2184,1,He can't do anything! Why can't he do anything? Because it's the carrier who has to cancel and I have to check with Auchan! Auchan.fr to flee at all speed !!!!!,2,2021-02-01,trustpilot,negative,0.9137232303619384,Order Issue,68.52,Stock Problem,40.22
2185,1,"I had a manager about 2 hours ago, I insist on the fact that it is the 15th and that it is the last deadline so I want an immediate refund.",1,2021-01-30,trustpilot,negative,0.5356603860855103,Order Issue,51.99,Stock Problem,42.12
2186,1,"I ask for an email as proof, he says yes yes I'll do what's necessary and send you a confirmation email! Guess what? No confirmation email from this M... manager, just like the other Sofiane, this big liar from M...",1,2021-01-30,trustpilot,negative,0.7518337368965149,Customer Service Issue,42.98,Staff Issue,62.31
2188,1,"Pre-order placed just under a month ago, supposed to arrive in store on February 12. Luckily, I checked the tracking on the day to see that the parcel hadn't arrived! Saved me a lot of miles for nothing! No information on the delay!",1,2021-01-28,trustpilot,negative,0.565896213054657,Order Issue,77.59,Delivery Issue,67.11
2189,1,"Auchan and the meaning of SOLIDARITY. An agreement has been signed by Carrefour, Leclerc and Amazon to postpone Black Friday until next week, so as not to compete with small retailers! Shamelessly, Auchan is now practicing Black Friday! It's true that the giant retailers are on the brink of collapse! Money has no smell!  I won't be an Auchan customer anymore!",1,2020-11-20,trustpilot,negative,0.732894778251648,Politics Issue,50.82,Foreign Policies,52.34
2191,1,"1/5 but would deserve 0/5, order placed over a month ago, parcel not shipped because it was out of stock even though it was available at the time the order was placed. I'm fighting to be reimbursed today but they lie to me, telling me I'll be reimbursed within 10 days when it's actually been 15. And yesterday I call SAP again and they tell me the reimbursement still hasn't gone 😡😡😡😡 Site to flee !!!",1,2020-11-20,trustpilot,negative,0.6271881461143494,Order Issue,80.99,Stock Problem,63.13
2192,1,"Having found a huge piece of plastic in a sausage brand auchan I contacted customer service auchan.fr explaining the problem, the mail done I received a return asking me to contact them by phone with very overtaxed number a good way not to have a complaint.",1,2020-11-19,trustpilot,negative,0.4886934161186218,Customer Service Issue,78.63,Stock Problem,46.1
2204,1,"Nothing's moving, it's a shame to steal from people my little one won't have anything for Christmas my salary doesn't allow me to spend any more money, otherwise I'd be overdrawn at the bank!!!!",1,2020-11-13,trustpilot,negative,0.6848318576812744,Order Issue,55.64,Stock Problem,40.09
2209,1,Salon commande il'y a 3 mois livraison prévue le 6/02 reculé au 22 aujourd'hui le grand jour le 28 toujours chez le fournisseur aucune personne compétente afin de nous trouver une solution,3,2021-01-26,trustpilot,negative,0.5221149325370789,Politics Issue,63.38,Foreign Policies,43.17
2211,1,Dossier qui traîne depuis un mois votre service clientèle nous balade pour infos no dossier 666757463 le dernier contact par mail Mr Frédéric vaccaro devait recontact nous hier dans l'urgence d'après mon dernier contact avec votre fameux service client,1,2021-01-19,trustpilot,negative,0.4004205167293548,Customer Service Issue,62.44,Staff Issue,47.55
2222,1,"I sent a cell phone for repair in September 2020, I have not received any follow-up after several calls on their platform, and without a concrete response from them, I ask for the return of my phone after repair or a credit if it is not repairable, no response,",1,2021-01-04,trustpilot,negative,0.7349854707717896,Customer Service Issue,78.3,Staff Issue,45.47
2223,1,"I send them an email and they confirm that the phone was shipped to them, but they are looking for its trace ... an answer within 48 hours should be brought to me, I'm still waiting.",1,2021-01-04,trustpilot,negative,0.3466268479824066,Customer Service Issue,74.91,Staff Issue,64.7
2224,1,"je les recontact une nouvelle fois par mail et là, ils me répondent qu'ils vont revenir au plus vite et dem'apporter une réponse concrète, toujours rien après plus de 10 jours d'attente,",1,2021-01-02,trustpilot,positive,0.3631632626056671,Corresponding,84.96,Corresponding,93.12
2225,1,"I call their service again and I'm told: I don't know, they'll get back to you, so get me a service manager, there isn't one, apparently the call platform is abroad and the soap doesn't follow,",1,2021-01-02,trustpilot,negative,0.4433714747428894,Customer Service Issue,82.91,Staff Issue,65.11
2226,1,"YOU ARE THE WORST! Non-existent and rude after-sales service, damaged products, late delivery with missing items and as if that wasn't enough: ITEMS ALREADY CONSUMED. Couldn't be worse, that was the last time I ordered from you and I WOULD NOT RECOMMEND IT TO ANYONE.",1,2020-12-04,trustpilot,negative,0.9523817300796508,Order Issue,56.84,Stock Problem,38.7
2227,1,"Don't ever order from auchan.fr !!!! Following my experience, I can tell you that they let me struggle to return the item I ordered on the internet, which unfortunately did not suit me. They leave you to fend for yourself so that you can be reimbursed !!!! Shameful !!!! At this time if, my credit card has been hacked!!!! Thank you auchan. Fr you are really non-existent people when a worry arrives !!! What are you good for !??!",1,2020-12-03,trustpilot,negative,0.8969916105270386,Order Issue,73.94,Staff Problem,29.94
2229,1,"I have kindly given my opinion to Auchan on their service, but I was rejected: I am asked what I think of the item purchased, but I want to communicate on everything else.",1,2020-12-01,trustpilot,negative,0.3643690347671509,Customer Service Issue,66.62,Staff Issue,50.46
2230,1,"No AR after order, no reliable tracking of delivery, no communication (2 unanswered emails, apart from an automatic AR, no phone contact, 5 minute wait that turns into 20 minutes with hang-up).",1,2020-12-01,trustpilot,negative,0.7158511281013489,Order Issue,68.13,Delivery Issue,63.62
2235,1,"I've been waiting for 5 months because I can't give them the service number they should have given me when they received the computer in their after-sales service. They never did. We've been going round in circles for 5 months. I've called them several times, I've received e-mails telling me that they'll follow up within 48 hours, and still nothing ......",1,2021-04-27,trustpilot,negative,0.6303176879882812,Customer Service Issue,89.7,Staff Issue,49.76
2243,1,"I had to stop scanning my items in the Carrefour hypermarket in my old town, so I continued to Béthune. What a difference, at Auchan you get a total reading of your items that you've carefully put away, when it's not the scanner that breaks down in the middle of your purchases.",3,2021-02-01,trustpilot,neutral,0.3262620866298675,Good,63.3,Service Good,27.26
2245,1,"The proofreading has always been good, but I feel like I'm coming across as a suspicious person, so I think I'll make the 25 kms that will allow me to shop again more serenely.",1,2020-12-30,trustpilot,positive,0.4099878072738647,Corresponding,82.84,Corresponding,43.24
2246,1,"By phone they listen and say they'll do everything to solve the problem, and I'm still waiting, on the site by e-mail the same thing, an item missing but paid for, and still nothing, that's it, I've added a star, because even if it took a while I was reimbursed on my loyalty card, it's not a large sum so it's good, and I was given an apology for the delay.",1,2020-12-27,trustpilot,positive,0.8535725474357605,Corresponding,75.42,Corresponding,96.36
2249,1,"to lie about their answers, taking customers for fools to try to make them believe on the internet that they have ""hallucinations"",""",1,2020-12-25,trustpilot,negative,0.2630942165851593,Politics Issue,39.47,Internal Policies,41.41
2250,1,despicable hypermarket that practices intimidation and pressure tactics on the internet which will lead them straight to court =,1,2020-12-23,trustpilot,positive,0.5319806933403015,Corresponding,64.53,Corresponding,72.2
2252,1,"I swear on my honor that several times I saw a security guard of Arab origin in civilian clothes with balding gray hair, about 50 years old, walking up and down the aisles (black canvas jacket closed), looking at everyone in the aisles with a stern, worried expression...",1,2020-12-23,trustpilot,negative,0.3582170605659485,Politics Issue,44.66,Mask,34.86
2253,1,"After our checkout I ran into him again, leaving the store without making a purchase, then going to get a cart in the parking lot, coming back, re-entering the store as if he had just arrived!!!",5,2020-12-23,trustpilot,negative,0.5263912677764893,Order Issue,57.36,Stock Problem,38.7
2255,1,"I used to be a security guard and I've got the pay slips to prove it in court, I can instinctively spot this sort of thing in any public place I go to. TOO BAD FOR YOU!!!",1,2020-12-18,trustpilot,negative,0.6872696280479431,Politics Issue,45.66,Mask,41.03
2256,1,"I know very well what I've seen with my own eyes on the spot, you are liars and dishonest salesmen who will stop at nothing to try to save the rotten image of your store but above all you won't shut me up, you'll have to kill me!",1,2020-12-18,trustpilot,positive,0.5704280138015747,Corresponding,88.44,Corresponding,67.55
2257,1,"I dream of the day when I'll never have to set foot in this unhealthy store again! If it were up to me, I wouldn't have to set foot there in the first place! The other hypermarkets in the region don't treat customers like lepers like you do!",1,2020-12-18,trustpilot,positive,0.5539648532867432,Corresponding,57.93,Good Quality,36.04
2259,1,Good evening I went today to auchan Montauban which sold meat tournedos supposedly but in fact they are roty invenendu which were cut tournedos way but the meat of the rubber in edible sold 1 10 euro 80 of the kilo it and shameful,5,2020-12-17,trustpilot,negative,0.3798293471336365,Order Issue,40.39,Not corresponding,37.39
2260,1,I have resigned to order the iPhone 12 mini on SFR RED which says to have it in stock and delivered in 5 days to have it for Christmas.,1,2020-12-16,trustpilot,negative,0.2986351549625397,Order Issue,85.43,Stock Problem,70.65
2262,1,I ordered an iPhone on 30/10/2020 and was supposed to receive it on 2/12/2020. So I called customer service who told me to wait until 9/12/2020. I waited but nothing. So I called back and was told to wait until 16/12/2020. Today I contacted them again and I was really nervous because they told me that I would only get my order on 20/01/2021.,1,2020-12-15,trustpilot,negative,0.5700363516807556,Order Issue,54.26,Delivery Issue,61.47
2270,1,"Order placed on November 4, already 2 late notices... and then no more news, 2 messages sent to customer service, with no reply... Auchan, please let me know. thank you",1,2020-12-10,trustpilot,negative,0.746289074420929,Customer Service Issue,50.36,Stock Problem,51.99
2271,1,"deliveries are systematically late (two orders shipped 4 days after the expected delivery date! beginning of 2020 and end of 2020, same problem).",1,2020-12-09,trustpilot,negative,0.5100538730621338,Order Issue,84.5,Delivery Issue,64.88
2275,1,"After ordering a bed + box spring, I received the order a month late. Auchan promised me a commercial gesture but nothing was done. Then they ask me to give an opinion on the service and so I gave a negative comment and guess what? ""opinion rejected"" in this case do not ask to give an opinion if it is only to filter the positive opinions. In short, avoid!!!! Never again auchan.fr!",1,2020-12-06,trustpilot,negative,0.8622747659683228,Order Issue,55.31,Delivery Issue,53.02
2276,1,"I ordered an iphone, I did not receive a confirmation email, I came and I read the comments, I was very afraid ... I received my order two days late. not enough to whip a cat!",1,2020-12-05,trustpilot,negative,0.7568012475967407,Order Issue,84.18,Delivery Issue,72.15
2278,1,"""The prices there are cheap comparing to Belgium, specially the water and drinks , also they have a wide variety of cheese , all in all its nice place to make your shopping, we will definitely give it another visit , Its also huge market , so you have to go there making a list to safe yourself sometime 😀, otherwise you will get lost , Enjoy""",4,2022-10-16 20:12:48,google,positive,0.4933370947837829,Corresponding,80.43,Corresponding,71.78
2282,1,"One of my favorite shops. Before they didnt accept type of card 💳 i had, nowdays they sort it out and I can shop without cash. Thank You! And thank you for your amswer, you are very nice (i know you will comment this 😉)!",5,2023-02-04 08:58:31,google,positive,0.942268967628479,Corresponding,55.34,Beautiful,42.5
2291,1,"Its a superb shopping center, not just Auchan but many other outlets are here. You can save your time when you visit here for grocery you can buy many other things too from other shops. Highly recommended to families just this place is enough to buy most of the things. It's a clean and well maintained place with huge Parking facilities.",4,2023-01-14 16:13:21,google,positive,0.8372771739959717,Corresponding,61.94,Corresponding,50.76
2295,1,"""All fresh food. The best of what one can think off. If you need ice yo keep ibgredients cool duting trip .A bag ice can be bought for 1 €.. Also non food. It is a huge store so to enjoy and discover... you must take time.""",4,2022-09-14 01:44:22,google,positive,0.8313990235328674,Corresponding,70.42,Corresponding,92.64
2297,1,Two floors mega market. Food on lower floor. Feels like the Auchan flagship store as it is in the same town than the headquarters.,4,2023-07-04 17:44:06,google,negative,0.2920784652233124,Order Issue,57.33,Not corresponding,39.93
2298,1,Great place to shop groceries in and around Villeneuve d'Ascq and various options to choose from. Very friendly staff assisting always with a smile.,4,2022-10-16 07:49:28,google,positive,0.6853711009025574,Staff,58.04,Correct,38.34
2299,1,"Fairly priced, and has most things one would need. Fruits and veggies tend to sell out in the evenings, so I'd recommend going earlier.",4,2023-01-16 22:45:59,google,positive,0.6441555619239807,Delivery,52.11,Excellent,34.57
2304,1,For food shopping it is excellent with z massive selection. For general household goods I didn't find it particularly good either only a small range of non food goods,4,2023-05-04 12:48:43,google,positive,0.5262678265571594,Delivery,38.93,Excellent,44.27
2305,1,A supermarket that has all the things a person needs from food to clothes and another place that is highly recommended to go with very good prices,5,2022-11-28 16:01:22,google,positive,0.716465175151825,Corresponding,47.0,Good Quality,50.11
2314,1,"Just over the Belgium border in the small city Roncq, next to Lille you find one of the best hyper-marché's. Such a wide offering and all at amazing good prices. The favorite place if you want to tackle the loss of buying power due to the inflation. Outstanding is: the fresh vegetables and fruit, the wines, the yogurt selection, the cheese and especially the fresh fish.",5,2022-08-23 09:50:39,google,positive,0.8428766131401062,Corresponding,73.9,Corresponding,63.93
2315,1,"It is a big place with a lot of choices.  Anything you like it possible to find it hire . Food, electro,tech, garden , products, restaurants, and small gold products sell stores .",5,2023-05-17 22:33:19,google,positive,0.621354341506958,Corresponding,47.13,Corresponding,39.37
2317,1,"""There are many kinds of fresh fruits and vegetables, many Spanish fruits, and the quality is very good. The vegetables are also very fresh, there are fewer types of milk, and there is no lactose-free milk. The cashiers are friendly, although they don't speak English very well, but the service attitude is good.""",5,2022-11-15 13:50:09,google,positive,0.6262462735176086,Staff,50.67,Human,46.52
2329,1,Small super market that is less busy than others thanks to its location. Maybe less choice than the larger ones but you will still find everything. Friendly staff and easy parking. Closest supermarket from the airport.,4,2023-07-04 17:42:19,google,positive,0.6285083293914795,Staff,38.99,Good,57.26
2330,1,"some windows are closed! Onala on weekends only by card, do not accept cash!!!! Prices are significantly higher than in other supermarkets. Its main advantage is that it operates on Sundays until the evening.""",4,2023-05-01 23:02:31,google,negative,0.4729673862457275,Order Issue,50.8,Delivery Issue,33.95
2331,1,I give 5 stars superb welcome allowed me to enter with my dog very well informed everything is tidy you can even have lunch if you wish I recommend.,5,2023-07-07 14:35:13,google,positive,0.9613869786262512,Staff,40.9,Good,34.99
2332,1,"Well-located, well-appointed store. I've already been there for small errands and to pick up a package, nothing to say, it's very good. Also, the staff is really friendly.",5,2023-02-26 23:12:57,google,positive,0.6834753155708313,Staff,51.55,Correct,47.44
2336,1,The staff although didn't speak English are still helpful as they try to understand and helped you despite the language barrier. I highly applaud them!,4,2022-09-17 00:17:01,google,positive,0.7523859739303589,Staff,80.67,Human,35.54
2337,1,"""I was a loyal customer, but the management is getting worse and worse. It's been several times this week that the store hasn't had my order when it should have been ready for several hours!""",1,2022-12-10 18:56:49,google,negative,0.4719270467758178,Order Issue,65.29,Stock Problem,41.54
2338,1,"A particularly pleasant Auchan Drive. A special mention to the staff who are really very friendly and competent. Thank you for your excellent welcome, your kindness and your professionalism. I am always extremely satisfied with your services.",5,2023-03-04 20:58:33,google,positive,0.794403612613678,Corresponding,55.99,Corresponding,59.03
2342,1,"4:00 p.m. we no longer take parcels, even a very small envelope.... And this is not the first time! It's really not nice at all! Is this a local service? I put 1* because there is no 0*... I had to make a detour to find another relay open after my work! No !!",1,2022-10-04 20:04:18,google,negative,0.8688610196113586,Customer Service Issue,62.62,Staff Issue,80.49
2343,1,"Very pleasant and friendly staff, always ready to help and find solutions! Both for the parcel deposit and for the Auchan drive. I recommend this boutique drive without hesitation!",5,2022-12-13 19:51:08,google,positive,0.747244656085968,Staff,69.48,Human,58.51
2344,1,"""Very good relay point! I've never had any problems depositing with 🤗 The only small problem is that because of the too many deposits there are sometimes days when you have to go elsewhere 😶 For the store side, this one remains complete for lunch breaks :)""",5,2022-09-15 20:47:58,google,positive,0.7993847131729126,Corresponding,76.66,Corresponding,75.34
2349,1,"Super practical for shopping at Auchan prices! We order in the evening quietly on our couch, the next day Hop we put everything in the bag and go. The choice of products is important. However, the service has been deteriorating for several weeks: the terminal for scanning your order does not work, the automatic cash register regularly crashes and you have to wait 5 minutes for it to restart... And I have barely an excuse for the wait . Damage !",4,2023-01-20 20:17:56,google,negative,0.49895179271698,Order Issue,71.8,Delivery Issue,44.37
2352,1,"Petit Auchan which helps out well, especially for the lunch break. Pleasant reception and tidy products! But I go there mainly for the reception/delivery of parcels, I am always served very quickly. I especially wanted to highlight the service of an employee who, only after a few passages, recognizes me and picks up my packages as soon as I enter the store. All this with speed and kindness :) a big thank you to her, I have never been so well served in a parcel relay!",5,2023-06-19 17:49:50,google,positive,0.5452417731285095,Corresponding,50.42,Corresponding,97.45
2353,1,We have been taking all our pedestrian drives here for many months now: I have never had a missing product to date (!!) and we are well informed in case of difficulties (no trip for nothing). The store is pretty well stocked. The staff is rather young and getting by.,5,2023-05-09 12:55:19,google,positive,0.485527366399765,Staff,74.99,Correct,51.66
2354,1,"""I've been there several times and the saleswoman with short, rather voluminous hair is glued to her phone and doesn't even bother to look at me when I talk to her. Very badly polished this lady, the others very nice and the store cool in case of forgetfulness no need to go to the mall, on the other hand the prices are higher :(""",3,2023-04-30 23:30:57,google,negative,0.3876210451126098,Customer Service Issue,45.08,Stock Problem,48.69
2355,1,"Promotions not applied automatically! And when you point it out (without leaving the store), it is impossible for them to refund you the difference. You didn't read the instructions carefully, it's your fault...",1,2023-04-24 12:20:39,google,negative,0.6855072975158691,Order Issue,44.66,Not corresponding,36.91
2356,1,"""There you can find everything that is useful and necessary for needs in bakery, groceries, drinks... In addition, you can collect the goods previously ordered on the Auchan Drive application. Plus a relay point to pick up packages"".",4,2023-06-29 12:11:59,google,positive,0.4483547508716583,Staff,45.29,Correct,54.21
2360,1,"""A very practical Auchan Pedestrian for the neighborhood, the staff is friendly and the Mondial Relay service is a plus. However, the prices are certainly expensive in store (let's take it as a convenience store) but the withdrawal service is also much more expensive than the My Auchan in Wazemmes located a short kilometer away (more than 10% difference on a basket identical). Damage...""",3,2023-06-28 10:47:28,google,neutral,0.4444908797740936,Not Bad,51.47,Average Service,39.83
2361,1,"Team, friendly store. Obviously very expensive. On the other hand, we appreciate less the delivery of the huge cold truck in the street, 30 minutes at all blocked, terrible noise!",3,2023-03-29 08:56:40,google,negative,0.4458570480346679,Order Issue,42.13,Delivery Issue,44.1
2362,1,"Why do you sometimes take restaurant tickets, and other times not? It's painful, it's happened to me several times that an employee tells me that it's not possible when I regularly pay with restaurant tickets at your place, for totally similar orders. I asked if it was because of a temporary problem but each time I am told no, that it is just not possible in this store, while other days I am assured that it is.",2,2022-08-16 18:42:48,google,negative,0.4369284212589264,Order Issue,63.46,Staff Problem,74.08
2365,1,"Very nice home. The staff is always courteous. Deposit and reception of Mondial Relay parcels. The store is clean, well organized. It is a pleasure to go there for some shopping or for parcels.",5,2022-10-24 18:23:15,google,positive,0.577533483505249,Staff,58.99,Human,42.49
2366,1,"""Very practical for shopping in pedestrian mode, it made my life easier... The team on site is dynamic, we receive a good welcome, I recommend...""",5,2022-11-04 15:20:31,google,positive,0.5256295204162598,Corresponding,74.65,Corresponding,71.65
2373,1,"I find the store staff very pleasant, I was advised wonderfully well by Shirley. A pleasure, professionalism is at the rendezvous. 👍🏼",5,2023-03-17 21:36:30,google,positive,0.5348590612411499,Corresponding,53.55,Corresponding,56.84
2376,1,"""TO FLEE !!!!!!! I'm at home and I receive an email telling me that my order is paid so DELIVERED!!!! Can't reach anyone on phone!!!!!!""",1,2022-11-01 12:14:56,google,negative,0.946800708770752,Order Issue,70.48,Delivery Issue,60.0
2379,1,"Really unpleasant welcome, I came back to pick up a package, the manager lost her smile as soon as she saw me, I had the impression of disturbing them doing nothing, I will not go back",1,2022-12-06 17:26:10,google,negative,0.7827444672584534,Customer Service Issue,43.78,Staff Issue,78.74
